,body,cleaned,polarity,sentiment,word_count,avg_length,review_len
1950,It's a very intelligent product,it is a very intelligent product,1.0,positive,6,4.5,32
1951,I like it,i like it,0.0,neutral,3,2.3333333333333335,9
1952,Nice product,nice product,0.6,positive,2,5.5,12
1953,good speaker but sound is Low and also hindi Language is not recognisabl,good speaker but sound is low and also hindi language is not recognisabl,0.3667,positive,13,4.615384615384615,72
1954,Some issue to hear instructions,some issue to hear instructions,0.0,neutral,5,5.4,31
1955,Good one,good one,0.7,positive,2,3.5,8
1956,Superb sound quality,superb sound quality,0.7,positive,3,6.0,20
1957,Thanks to Amazon for the product. Every body enjoying this product in my family....,thanks to amazon for the product every body enjoying this product in my family ,0.35,positive,14,4.642857142857143,83
1958,Sound quality is very good but sometime it didn't understand what i am asking need to improve this,sound quality is very good but sometime it did not understand what i am asking need to improve this,0.655,positive,19,4.2631578947368425,99
1959,Alexa is good quailty,alexa is good quailty,0.7,positive,4,4.5,21
1960,It's ok it's very difficult 😥 to find gazal n other old 90's songs,it is ok it is very difficult to find gazal n other old is songs,-0.0438,negative,15,3.3333333333333335,69
1961,Good enough,good enough,0.35,positive,2,5.0,11
1962,"Good sound and good quality, I m happy.Go for it",good sound and good quality i m happy go for it,0.65,positive,11,3.3636363636363638,48
1963,Works as expected,works as expected,-0.1,negative,3,5.0,17
1964,Not connecting with phone,not connecting with phone,0.0,neutral,4,5.5,25
1965,Food,food,0.0,neutral,1,4.0,4
1966,Horrible. Doesnt turn on after plugging in,horrible doesnt turn on after plugging in,-1.0,negative,7,5.0,42
1967,"Everything is perfect in alexa sound quality is awesome,only current disadvantage is that it doesnot supporting gaana app or saavn app.",everything is perfect in alexa sound quality is awesome only current disadvantage is that it doesnot supporting gaana app or saavn app ,0.4417,positive,22,5.136363636363637,135
1968,I would liked it more if it was made in India even willing to pay more 500 rs extra if it was made in India don't like made in china,i would liked it more if it was made in india even willing to pay more rs extra if it was made in india do not like made in china,0.37,positive,30,3.3333333333333335,133
1969,Pathetic voice recognition & made me frustrated in few hours only post delivery,pathetic voice recognition made me frustrated in few hours only post delivery,-0.475,negative,12,5.5,79
1970,Fantastic product.... really good,fantastic product really good,0.55,positive,4,6.5,33
1971,It needs to be connected and also needs a WiFi connection. This is literally a disappointed product. Many times not connecting Bluetooth also.,it needs to be connected and also needs a wifi connection this is literally a disappointed product many times not connecting bluetooth also ,-0.125,negative,23,5.086956521739131,142
1972,Sound quality is excellent and voice recognition is also good according to price.,sound quality is excellent and voice recognition is also good according to price ,0.7,positive,13,5.230769230769231,81
1973,It's useless she doesn't understand anything,it is useless she does not understand anything,-0.5,negative,8,4.875,46
1974,Awesome device but needs some improvement,awesome device but needs some improvement,1.0,positive,6,6.0,41
1975,I use this product for voice recognition & for listening songs with best sound quality..,i use this product for voice recognition for listening songs with best sound quality ,0.7,positive,14,5.071428571428571,88
1976,Alexa is really smart.,alexa is really smart ,0.2143,positive,4,4.5,22
1977,"I didn't like at all I am going to throw it in dustbin, while sitting up voice recognise profile",i did not like at all i am going to throw it in dustbin while sitting up voice recognise profile,0.0,neutral,20,3.85,97
1978,"The media could not be loaded.
                



 Value for money 💰💰💲💲💲", value for money ,0.0,neutral,3,4.333333333333333,28
1979,It's really a good device for everything. Loved it,it is really a good device for everything loved it,0.7,positive,10,4.1,51
1980,Great device. Easy to configure.,great device easy to configure ,0.6167,positive,5,5.2,32
1981,Build quality is great but when it comes to answering it's not as good as google,build quality is great but when it comes to answering it is not as good as google,0.75,positive,17,3.823529411764706,81
1982,Nice product and very helpful for my work ...thank you,nice product and very helpful for my work thank you,0.4,positive,10,4.2,54
1983,good to buy,good to buy,0.7,positive,3,3.0,11
1984,Best with the best price,best with the best price,1.0,positive,5,4.0,24
1985,Works very well and fast. It can be connected through Wi-Fi or Personal Hotspot it's sound quality is very good,works very well and fast it can be connected through wi fi or personal hotspot it is sound quality is very good,0.342,positive,22,4.090909090909091,112
1986,It was not working most of the times,it was not working most of the times,0.5,positive,8,3.625,36
1987,Excellent,excellent,1.0,positive,1,9.0,9
1988,Nice Product with lots information,nice product with lots information,0.6,positive,5,6.0,34
1989,"I simply love this product. Very innovative and useful. No more searching of songs, just ask Alexa😀👍",i simply love this product very innovative and useful no more searching of songs just ask alexa ,0.3,positive,17,4.647058823529412,100
1990,Ek number...mast hai...maza aa gaya... Aur main ye maza pure hindustan ko dena chahta hu...,ek number mast hai maza aa gaya aur main ye maza pure hindustan ko dena chahta hu ,0.1905,positive,17,3.823529411764706,91
1991,Excellent product by Amazon,excellent product by amazon,1.0,positive,4,6.0,27
1992,Working properly,working properly,0.0,neutral,2,7.5,16
1993,not upto mark,not upto mark,0.0,neutral,3,3.6666666666666665,13
1994,Seems this is best ever gift to my 4 year old nephew. Alexa has become her best friend and he can Drop-in to my device and talk to me anytime! He is loving it!,seems this is best ever gift to my year old nephew alexa has become her best friend and he can drop in to my device and talk to me anytime he is loving it ,0.675,positive,34,3.5588235294117645,159
1995,The audio quality is good enough and much fun to interact with it,the audio quality is good enough and much fun to interact with it,0.3333,positive,13,4.076923076923077,65
1996,"The media could not be loaded.
                



 sounds is very low", sounds is very low,0.0,neutral,4,3.75,25
1997,You can't go wrong with a good product from Amazon.,you can not go wrong with a good product from amazon ,0.1,positive,11,3.8181818181818183,53
1998,It’s very good productBut when sound play on Maximum volume alexa didn’t hear anythingWe need to go closer,it s very good productbut when sound play on maximum volume alexa didn t hear anythingwe need to go closer,0.655,positive,20,4.35,106
1999,My best friend ❤️ alexa,my best friend alexa,1.0,positive,4,4.25,23
2000,Smart bulb is missing from pakage,smart bulb is missing from pakage,0.0071,positive,6,4.666666666666667,33
2001,After Hadly using it for 1month . Speaker gave up.Now I can even return and replace.,after hadly using it for month speaker gave up now i can even return and replace ,0.0,neutral,16,4.0625,84
2002,Good product .. doesn’t recognise kids voice very well,good product doesn t recognise kids voice very well,0.45,positive,9,4.777777777777778,54
2003,It is a superb product. I loved it. It recognizes our voice from anywhere in the home. It is more advanced than echo Dot 2nd gen. It is excellent.,it is a superb product i loved it it recognizes our voice from anywhere in the home it is more advanced than echo dot nd gen it is excellent ,0.72,positive,29,3.8620689655172415,146
2004,Prompt Delivery... and Very Good Product,prompt delivery and very good product,0.91,positive,6,5.333333333333333,40
2005,"It won't understand what I tell, I will ask something it will understand something. bad",it will not understand what i tell i will ask something it will understand something bad,-0.7,negative,16,4.5625,90
2006,Nice,nice,0.6,positive,1,4.0,4
2007,nice product..enjoying with alexa,nice product enjoying with alexa,0.55,positive,5,5.6,33
2008,In this price great product,in this price great product,0.8,positive,5,4.6,27
2009,Suppabb...ful satisfied,suppabb ful satisfied,0.5,positive,3,6.333333333333333,23
2010,Microphone should be more Powerful...,microphone should be more powerful ,0.4,positive,5,6.0,37
2011,Very bad.. Damaged product received.. Now can't able to connect to customer service,very bad damaged product received now can not able to connect to customer service,-0.58,negative,14,4.857142857142857,85
2012,Very nice product. Just after use of few days now completely addicted to it.,very nice product just after use of few days now completely addicted to it ,0.06,positive,14,4.357142857142857,76
2013,Easy use and connect,easy use and connect,0.4333,positive,4,4.25,20
2014,"Wanted to buy a Bluetooth speaker, go for Amazon Echo dot. Worth purchase. Buy it in Amazon Great Indian sale. I buy Echo dot and Wipro Smart bulb both just in Rs2299.",wanted to buy a bluetooth speaker go for amazon echo dot worth purchase buy it in amazon great indian sale i buy echo dot and wipro smart bulb both just in rs ,0.4381,positive,32,3.96875,167
2015,Voice recognition is smart,voice recognition is smart,0.2143,positive,4,5.75,26
2016,Superb product Alexa.just wow.,superb product alexa just wow ,0.55,positive,5,5.0,30
2017,Awesome sound carity & simple to use most liked by my childs ...,awesome sound carity simple to use most liked by my childs ,0.5,positive,11,4.363636363636363,64
2018,Need to improve understanding of this devise by upgrading programs,need to improve understanding of this devise by upgrading programs,0.0,neutral,10,5.7,66
2019,Simply outstanding,simply outstanding,0.5,positive,2,8.5,18
2020,Excellent,excellent,1.0,positive,1,9.0,9
2021,Superb,superb,1.0,positive,1,6.0,6
2022,EXCELLENT PRODUCT AND MUST BUY,excellent product and must buy,1.0,positive,5,5.2,30
2023,Very good ...Best Alexa device ...,very good best alexa device ,0.955,positive,5,4.6,34
2024,Alexa is Amazing...we love it .,alexa is amazing we love it ,0.55,positive,6,3.6666666666666665,31
2025,Good Speaker in low price.,good speaker in low price ,0.35,positive,5,4.2,26
2026,It is a marvel of technology.,it is a marvel of technology ,0.0,neutral,6,3.8333333333333335,29
2027,Quick response,quick response,0.3333,positive,2,6.5,14
2028,Voice clarity is not good.,voice clarity is not good ,-0.35,negative,5,4.2,26
2029,Excellent product by Amazon. Amazing sound clarity and response to verbal commands. A must have for all fun loving guys who can get to hear by simply calling Alexa !,excellent product by amazon amazing sound clarity and response to verbal commands a must have for all fun loving guys who can get to hear by simply calling alexa ,0.4833,positive,29,4.586206896551724,165
2030,Came across couple of issues but not a major one to populate. However met my expectations,came across couple of issues but not a major one to populate however met my expectations,-0.0312,negative,16,4.5625,89
2031,very good device 😊,very good device ,0.91,positive,3,4.666666666666667,18
2032,I gifted to my family and they loved it. If you explore it certainly have really good features. Sound quality is good as well i mean good for single room.,i gifted to my family and they loved it if you explore it certainly have really good features sound quality is good as well i mean good for single room ,0.3923,positive,30,4.066666666666666,154
2033,"Echo dot is a good option for listening to good quality music , it has good speakers very good sound quality!",echo dot is a good option for listening to good quality music it has good speakers very good sound quality ,0.682,positive,20,4.35,109
2034,Wonderful product.,wonderful product ,1.0,positive,2,8.0,18
2035,Alexa and Eco are worth anyone's buy. Try it to experience Life.,alexa and eco are worth anyone is buy try it to experience life ,0.3,positive,13,3.923076923076923,65
2036,App is not available in play store. How to use in qatar. U said use in qatar but how,app is not available in play store how to use in qatar u said use in qatar but how,-0.2,negative,19,3.3684210526315788,84
2037,"The sound quality is exquisite. However, it reboots automatically and sometimes doesn’t connect. Otherwise it a great smart speaker!",the sound quality is exquisite however it reboots automatically and sometimes doesn t connect otherwise it a great smart speaker ,0.6036,positive,20,5.45,132
2038,Really nice. Everyone should use the new innovations like this.,really nice everyone should use the new innovations like this ,0.3682,positive,10,5.2,63
2039,Very disappointed with quality of Alexa.  Most importantly it is getting hanged easily,very disappointed with quality of alexa most importantly it is getting hanged easily,0.0896,positive,13,5.538461538461538,85
2040,The media could not be loaded.,,0.0,neutral,0,,0
2041,I thought it has internal battery without which it is not good for me,i thought it has internal battery without which it is not good for me,-0.175,negative,14,4.0,69
2042,Nice product on this price sound quality very Crestal and clear,nice product on this price sound quality very crestal and clear,0.325,positive,11,4.818181818181818,63
2043,Nice sound quality.thanks to Amazon for quick delivery.voice recognition is not good.,nice sound quality thanks to amazon for quick delivery voice recognition is not good ,0.2367,positive,14,5.071428571428571,85
2044,It's amazing to performance,it is amazing to performance,0.6,positive,5,4.8,28
2045,"Very interesting and useful product from Amazon.With data prices plummeting, usage will sharply increase and also sales.",very interesting and useful product from amazon with data prices plummeting usage will sharply increase and also sales ,0.275,positive,18,5.611111111111111,120
2046,Great Smart Speaker Must Buy very compact and handy.,great smart speaker must buy very compact and handy ,0.4536,positive,9,4.777777777777778,52
2047,Compare to Google home mini only sound good,compare to google home mini only sound good,0.3667,positive,8,4.5,43
2048,I am really very happy with Alexa its really very friendly and helpful and a good time pass 😃👍🏻,i am really very happy with alexa its really very friendly and helpful and a good time pass ,0.7292,positive,18,4.111111111111111,95
2049,It is very helpful it gives all answers and sound quality is very nice ⭐⭐⭐⭐⭐  buy it price is also very less. Nice product.,it is very helpful it gives all answers and sound quality is very nice buy it price is also very less nice product ,0.3527,positive,23,4.0,122
2050,Super product. Best virtual assistant👍👍.  The sound quality is wonderful. I ask my doubts to alexa.👍,super product best virtual assistant the sound quality is wonderful i ask my doubts to alexa ,0.6833,positive,16,4.8125,99
2051,Sound and all good when new but suddenly stopped in 2months and there is no way to contact to seller for repairing as warranty is for 1year,sound and all good when new but suddenly stopped in months and there is no way to contact to seller for repairing as warranty is for year,0.3091,positive,27,4.111111111111111,139
2052,Entertainer,entertainer,0.0,neutral,1,11.0,11
2053,This product required Amazon prime membership which cost is 999 Rs/ year. Its cheating to me. It was not mentioned anywhere at time of purchase.,this product required amazon prime membership which cost is rs year its cheating to me it was not mentioned anywhere at time of purchase ,0.0,neutral,24,4.708333333333333,144
2054,I love it,i love it,0.5,positive,3,2.3333333333333335,9
2055,All over good product.,all over good product ,0.7,positive,4,4.5,22
2056,Awesome experience. Hats off to Amazon.,awesome experience hats off to amazon ,1.0,positive,6,5.333333333333333,39
2057,Small device but very useful and handy. Easy to connect and use.,small device but very useful and handy easy to connect and use ,0.2933,positive,12,4.25,64
2058,Voice recognition is little poorAnd sound quality is good..,voice recognition is little poorand sound quality is good ,0.3042,positive,9,5.444444444444445,59
2059,Alexa has good sound quality and has nice voice recognition.,alexa has good sound quality and has nice voice recognition ,0.5667,positive,10,5.0,60
2060,Awesome product by amazon.,awesome product by amazon ,1.0,positive,4,5.5,26
2061,Good product,good product,0.7,positive,2,5.5,12
2062,Everything is nice but it doesn't helps me in connecting YouTube so i am not able to get recipies of indian food they are very limited..,everything is nice but it does not helps me in connecting youtube so i am not able to get recipies of indian food they are very limited ,0.0857,positive,27,4.037037037037037,137
2063,It is worth the money but its functions are very hard to understand plz make them easy.,it is worth the money but its functions are very hard to understand plz make them easy ,0.1181,positive,17,4.117647058823529,87
2064,good,good,0.7,positive,1,4.0,4
2065,No battery backup.  Provide external battery backup so that we can carry echo dot wherever we go...,no battery backup provide external battery backup so that we can carry echo dot wherever we go ,0.0,neutral,17,4.588235294117647,98
2066,Good,good,0.7,positive,1,4.0,4
2067,"It's good product for household use, educational for kids, functional for adults.😍😍",it is good product for household use educational for kids functional for adults ,0.475,positive,13,5.153846153846154,84
2068,No inbuilt battery,no inbuilt battery,0.0,neutral,3,5.333333333333333,18
2069,लाइक, ,0.0,neutral,0,,4
2070,Good. Could not explore full functionality due to restrictions.,good could not explore full functionality due to restrictions ,0.3083,positive,9,5.888888888888889,63
2071,Doesn't connect easily with the smart build which comes with it.Bulb becomes non responsive within few Hour.,does not connect easily with the smart build which comes with it bulb becomes non responsive within few hour ,0.1492,positive,19,4.7368421052631575,109
2072,excellent product,excellent product,1.0,positive,2,8.0,17
2073,My first smart speaker.,my first smart speaker ,0.2321,positive,4,4.75,23
2074,Too good,too good,0.7,positive,2,3.5,8
2075,Same as describes,same as describes,0.0,neutral,3,5.0,17
2076,I couldn't find it very much useful,i could not find it very much useful,0.3,positive,8,3.625,36
2077,Good Product..,good product ,0.7,positive,2,5.5,14
2078,Sound quality is really really awesome.Clear sound quality.Totally 'paisa vasool' product.Thank to amazon.,sound quality is really really awesome clear sound quality totally paisa vasool product thank to amazon ,0.38,positive,16,5.5,106
2079,"The media could not be loaded.
                



 poli macha vere level item", poli macha vere level item,0.0,neutral,5,4.4,33
2080,"For songs, news bhajans etc.",for songs news bhajans etc ,0.0,neutral,5,4.4,28
2081,Defective and first time I'm disappointed with Amazon,defective and first time i am disappointed with amazon,-0.25,negative,9,5.111111111111111,54
2082,Very good product... Quality is the best. It does understand almost all your commands. Value for money.,very good product quality is the best it does understand almost all your commands value for money ,0.955,positive,17,4.764705882352941,103
2083,Calling facility needa to be improved.,calling facility needa to be improved ,0.0,neutral,6,5.333333333333333,38
2084,"Do not buy this product, very bad user experience, not connecting with my wifi",do not buy this product very bad user experience not connecting with my wifi,-0.91,negative,14,4.5,78
2085,Worth to buy...good packing,worth to buy good packing,0.5,positive,5,4.2,27
2086,VERY GOOD FOR KIDS AND OLD AGE PEOPLE & AND ALSO FOR HOMEMAKERS. GET ALL INFO IN ONE SECOND. JUST ASK ALEXA AND ENJOY .,very good for kids and old age people and also for homemakers get all info in one second just ask alexa and enjoy ,0.3525,positive,23,3.9565217391304346,119
2087,Best  Quality,best quality,1.0,positive,2,5.5,12
2088,The media could not be loaded.,,0.0,neutral,0,,0
2089,don't want alexa this doesn't work my waste of Money,do not want alexa this does not work my waste of money,-0.2,negative,12,3.5833333333333335,54
2090,"Nice product and it is also working very well , nice voice of alexa",nice product and it is also working very well nice voice of alexa,0.4667,positive,13,4.076923076923077,67
2091,Price is too high similar product available in very low price,price is too high similar product available in very low price,0.14,positive,11,4.636363636363637,61
2092,Me & my family likes it,me my family likes it,0.0,neutral,5,3.4,23
2093,Don't like this echo dot,do not like this echo dot,0.0,neutral,6,3.3333333333333335,25
2094,Awesome product buy itIf you you are finding a good blurtooth speaker with voice controler then only buy this product,awesome product buy itif you you are finding a good blurtooth speaker with voice controler then only buy this product,0.5667,positive,20,4.9,117
2095,"integration is good, but sound quality could have been little better",integration is good but sound quality could have been little better,0.3531,positive,11,5.181818181818182,68
2096,It's soo good and it helps us go and buy it and also good from Google assistant and it has all the songs but if they add bengali songs or regional songs so no one can match with alexa,it is soo good and it helps us go and buy it and also good from google assistant and it has all the songs but if they add bengali songs or regional songs so no one can match with alexa,0.7,positive,40,3.625,184
2097,"Amazing product, got this one in 1999 with smart bulb.",amazing product got this one in with smart bulb ,0.4071,positive,9,4.333333333333333,54
2098,I am in love with this device !! Will buy for every room !!,i am in love with this device will buy for every room ,0.5,positive,12,3.5,59
2099,Not useful as I thought it was more useful,not useful as i thought it was more useful,0.2167,positive,9,3.7777777777777777,42
2100,Its not working properly,its not working properly,0.0,neutral,4,5.25,24
2101,"Sound quality is very good, just speak and enjoy😊",sound quality is very good just speak and enjoy ,0.57,positive,9,4.333333333333333,49
2102,Love this device..,love this device ,0.5,positive,3,4.666666666666667,18
2103,Sound quality it supper,sound quality it supper,0.4,positive,4,5.0,23
2104,Superb product,superb product,1.0,positive,2,6.5,14
2105,Does not play radio channels.. Does not understand skills.. Useless and dumb,does not play radio channels does not understand skills useless and dumb,-0.4375,negative,12,5.083333333333333,76
2106,Amazing feeling! 1st day of use will review again after few days,amazing feeling st day of use will review again after few days,0.2,positive,12,4.25,64
2107,The best product i got from amazon. I just live echo dot. Its really worth. I got offer and smart bulp also. Love you amazon.,the best product i got from amazon i just live echo dot its really worth i got offer and smart bulp also love you amazon ,0.4301,positive,25,3.84,125
2108,Needs more skills and integrationsNeeds more smartness,needs more skills and integrationsneeds more smartness,0.5,positive,7,6.857142857142857,54
2109,Ok,ok,0.5,positive,1,2.0,2
2110,As per program this product was to be given free with 43inch one plus TV but i have been charged you are requested to return the same,as per program this product was to be given free with inch one plus tv but i have been charged you are requested to return the same,0.2,positive,27,3.888888888888889,133
2111,It was a good to order it and we can enjoy to having it and use it,it was a good to order it and we can enjoy to having it and use it,0.55,positive,17,2.9411764705882355,66
2112,Sound quality is very good. Voice recognition needs to be improved a bit,sound quality is very good voice recognition needs to be improved a bit,0.655,positive,13,4.538461538461538,72
2113,Not working properly,not working properly,0.0,neutral,3,6.0,20
2114,Excellent home entertaining device.. . Have lots of features with smart bulb. I got it in Amazon big festival sale at rs 1999 with wipro wifi enabled smart bulb,excellent home entertaining device have lots of features with smart bulb i got it in amazon big festival sale at rs with wipro wifi enabled smart bulb,0.3857,positive,27,4.592592592592593,160
2115,"I have to speak loud to listen to alexa, it didn't listen when I speak slow, also it didn't listen properly when a song is in full volume in alexa",i have to speak loud to listen to alexa it did not listen when i speak slow also it did not listen properly when a song is in full volume in alexa,0.0375,positive,32,3.59375,148
2116,Very very nice not needed any review go and purchase nice domestic product.,very very nice not needed any review go and purchase nice domestic product ,0.46,positive,13,4.769230769230769,75
2117,"It does not have portable use, have to plug it to power source to use it, could be better if there was battery inbuilt.",it does not have portable use have to plug it to power source to use it could be better if there was battery inbuilt ,0.5,positive,24,3.875,119
2118,Nice product listens to calls nicely. Better than my gf :),nice product listens to calls nicely better than my gf ,0.55,positive,10,4.5,58
2119,All good,all good,0.7,positive,2,3.5,8
2120,Very good,very good,0.91,positive,2,4.0,9
2121,It should have an in-build battery also...otherwise awesome product!,it should have an in build battery also otherwise awesome product ,1.0,positive,11,5.0,68
2122,Very good product.nice sound and working fine with wipro smart bulb,very good product nice sound and working fine with wipro smart bulb,0.5082,positive,12,4.666666666666667,67
2123,Not intrested. No sound clarity,not intrested no sound clarity,-0.2,negative,5,5.2,31
2124,The product is suberb for the rate at which I paid but it should also be capable of working even without internet which is not possible now,the product is suberb for the rate at which i paid but it should also be capable of working even without internet which is not possible now,0.1,positive,27,4.185185185185185,139
2125,Product is perfect as expected. liked it.,product is perfect as expected liked it ,0.5,positive,7,4.714285714285714,41
2126,"The media could not be loaded.
                



 Super product 😊😍😎", super product ,0.3333,positive,2,6.0,24
2127,"Its simply awesome, loved it",its simply awesome loved it,0.85,positive,5,4.6,28
2128,Best 2300 rs spent everGreat device,best rs spent evergreat device,0.45,positive,5,5.2,35
2129,"The media could not be loaded.
                



 Great speaker 👍Superb build qualityNice soundFast delivery", great speaker superb build qualitynice soundfast delivery,0.9,positive,7,7.285714285714286,65
2130,The service is very poor. It doesn't give access to music play list on Spotify. You should have a subscription to Amazon music to play songs. Otherwise it's only waste of money.,the service is very poor it does not give access to music play list on spotify you should have a subscription to amazon music to play songs otherwise it is only waste of money ,-0.24,negative,34,4.176470588235294,179
2131,This echo dot is really good. But it doesn't understand sometimes.,this echo dot is really good but it does not understand sometimes ,0.7,positive,12,4.5,67
2132,"Sound quality is better than what you expect.integration is very smooth.there are some things to be finetuned regarding setting schedules and reminders,it's reminding in first person",sound quality is better than what you expect integration is very smooth there are some things to be finetuned regarding setting schedules and reminders it is reminding in first person,0.4175,positive,30,5.133333333333334,183
2133,"For just 2k, cant ask more 😊. Great choise to get rid of boring moments",for just k cant ask more great choise to get rid of boring moments,0.1,positive,14,3.7857142857142856,71
2134,Best in class.. Go for it,best in class go for it,1.0,positive,6,3.0,25
2135,Alexa is very good and entertaining and voice recognition is awesome totally worth for money,alexa is very good and entertaining and voice recognition is awesome totally worth for money,0.6775,positive,15,5.2,92
2136,I like this alexa  tooo good don't think just buy amazing product love it .❤💕💖💗,i like this alexa tooo good do not think just buy amazing product love it ,0.6,positive,15,3.933333333333333,79
2137,Sound was not good,sound was not good,0.025,positive,4,3.75,18
2138,Useless product. Not getting command propey.,useless product not getting command propey ,-0.5,negative,6,6.166666666666667,44
2139,It's nice product but sometimes it does not recognise our voice,it is nice product but sometimes it does not recognise our voice,0.6,positive,12,4.416666666666667,64
2140,"The media could not be loaded.
                



 Works perfectly", works perfectly,1.0,positive,2,7.0,22
2141,"Can't play YouTube.That is biggest flaw.Otherwise,OK product.",ca not play youtube that is biggest flaw otherwise ok product ,0.5,positive,11,4.636363636363637,62
2142,"Good for kids, works well",good for kids works well,0.7,positive,5,4.0,25
2143,Alexa become one of our family members now.. Really fun and interactive. Go for it blindly...,alexa become one of our family members now really fun and interactive go for it blindly ,-0.1,negative,16,4.5,93
2144,Amazon thinks customers are fools.No proper customer service.,amazon thinks customers are fools no proper customer service ,0.0,neutral,9,5.777777777777778,61
2145,Very good,very good,0.91,positive,2,4.0,9
2146,As expected,as expected,-0.1,negative,2,5.0,11
2147,It's not for normal user,it is not for normal user,0.15,positive,6,3.3333333333333335,25
2148,Little slow,little slow,-0.2438,negative,2,5.0,11
2149,Never imagined about the usefulness of product in day to day life at reasonable price,never imagined about the usefulness of product in day to day life at reasonable price,0.2,positive,15,4.733333333333333,85
2150,The product is good and with alexa it becomes even greater,the product is good and with alexa it becomes even greater,0.6,positive,11,4.363636363636363,58
2151,Amazon prime membership not given which was suggested at the time of order,amazon prime membership not given which was suggested at the time of order,0.0,neutral,13,4.769230769230769,74
2152,"The media could not be loaded.
                



 If you’re lonely and bored by Alexa its perfect👏🏻", if you re lonely and bored by alexa its perfect ,0.1333,positive,10,3.8,56
2153,Need to add fm and you tube connectivity,need to add fm and you tube connectivity,0.0,neutral,8,4.125,40
2154,నైస్, ,0.0,neutral,0,,4
2155,Alexa integration would have been with more than one device. Same with bluetooth.,alexa integration would have been with more than one device same with bluetooth ,0.25,positive,13,5.153846153846154,81
2156,"Sometimes, Alexa did not respond when volume is high. Alexa did not understand the songs to be played while straming.",sometimes alexa did not respond when volume is high alexa did not understand the songs to be played while straming ,0.16,positive,20,4.75,117
2157,Love this experience,love this experience,0.5,positive,3,6.0,20
2158,"Getting error "" Sorry I am having trouble understanding right now"" after switch on off and wifi modem and router getting same thing",getting error sorry i am having trouble understanding right now after switch on off and wifi modem and router getting same thing,-0.1036,negative,22,4.863636363636363,131
2159,It is best,it is best,1.0,positive,3,2.6666666666666665,10
2160,Better but some improvements needed in it,better but some improvements needed in it,0.5,positive,7,5.0,41
2161,Worth to buy,worth to buy,0.3,positive,3,3.3333333333333335,12
2162,Good gadget for smart home. if you have many smart devices it will be good for you,good gadget for smart home if you have many smart devices it will be good for you,0.4657,positive,17,3.823529411764706,82
2163,"The media could not be loaded.
                



 YouTube music should be there", youtube music should be there,0.0,neutral,5,5.0,36
2164,Very good product..must buy for smart homes experience... thank,very good product must buy for smart homes experience thank,0.5621,positive,10,5.0,63
2165,Good,good,0.7,positive,1,4.0,4
2166,Very good,very good,0.91,positive,2,4.0,9
2167,"purchased eco dot and realy feel proud very good product Sound is very good , look solid,  good voice recognition and value for money",purchased eco dot and realy feel proud very good product sound is very good look solid good voice recognition and value for money,0.62,positive,23,4.6521739130434785,132
2168,Like a new member in my family.,like a new member in my family ,0.1364,positive,7,3.4285714285714284,31
2169,Microphone is not up to the mark . Decide can recognize the voice if the volume is on higher side . need to speak loud infront of mic if the volume is on higher side.,microphone is not up to the mark decide can recognize the voice if the volume is on higher side need to speak loud infront of mic if the volume is on higher side ,0.2,positive,33,3.909090909090909,166
2170,Very good product . Just need to add some marathi popular news channel like Abp maza .,very good product just need to add some marathi popular news channel like abp maza ,0.755,positive,15,4.533333333333333,86
2171,"One sentence tourtue when she say I don't know about this,quite many times,despite network is there..",one sentence tourtue when she say i do not know about this quite many times despite network is there ,0.5,positive,19,4.315789473684211,102
2172,It doesn't work with public network. So not for hostel students use,it does not work with public network so not for hostel students use,0.0,neutral,13,4.230769230769231,68
2173,It didn't support Hindi language and I have purchased it only the reason as they mentioned Alexa also supports Hindi language.Now this product didn't useful to me.,it did not support hindi language and i have purchased it only the reason as they mentioned alexa also supports hindi language now this product did not useful to me ,-0.075,negative,30,4.5,165
2174,Excellent,excellent,1.0,positive,1,9.0,9
2175,Alk of three Voice recognition alexa integration and sound quality areexcellent,alk of three voice recognition alexa integration and sound quality areexcellent,0.4,positive,11,6.2727272727272725,79
2176,good experiance.,good experiance ,0.7,positive,2,7.0,16
2177,"Very nice product , but only one negative point is there it works with wires . It shiuld be wireless",very nice product but only one negative point is there it works with wires it shiuld be wireless,0.16,positive,18,4.388888888888889,100
2178,It was incredible product and sound quality is faboulous and base quality is vest. Alexa is my favourite product at that time.,it was incredible product and sound quality is faboulous and base quality is vest alexa is my favourite product at that time ,0.1667,positive,22,4.681818181818182,126
2179,Outstanding product. Perfect for home use.,outstanding product perfect for home use ,0.75,positive,6,5.833333333333333,42
2180,Great productGreat sound quality,great productgreat sound quality,0.6,positive,4,7.25,32
2181,Nice,nice,0.6,positive,1,4.0,4
2182,Really awesome product by Amazon..It need some updates..but other then this it is so awesome..Sound is good.And mic is also awesome.,really awesome product by amazon it need some updates but other then this it is so awesome sound is good and mic is also awesome ,0.6625,positive,25,4.16,132
2183,My best friend Alexa...good clear voice ..keep talking to her and she response immediately,my best friend alexa good clear voice keep talking to her and she response immediately,0.6,positive,15,4.8,90
2184,Mostly used by my kids. They love it.,mostly used by my kids they love it ,0.5,positive,8,3.5,37
2185,I like this product 👌👌👌,i like this product ,0.0,neutral,4,4.0,23
2186,This is my 2nd echo. Doing welllllll.,this is my nd echo doing welllllll ,0.0,neutral,7,4.0,37
